ticket_id,message,intent,source_intent,source_row
BTX-0319,i cant make a payment how do i report fucking payment problems,payment_problem,payment_issue,18363
BTX-0320,i get an error when i try to pay could uhelp me report it,payment_problem,payment_issue,18375
BTX-0321,"I can't pay, help me to  report a fucking payment issue",payment_problem,payment_issue,18389
BTX-0322,i got to noitify of payment issues help me,payment_problem,payment_issue,18394
BTX-0323,"my credit card was declined, help me reporting payment issues",payment_problem,payment_issue,18414
BTX-0324,"the payment failed, but I was charged anyway, help me to notify of a fucking payment poblem",payment_problem,payment_issue,18430
BTX-0325,"I had a fucking problem paying with debit card, I need assistance to notify ob it",payment_problem,payment_issue,18433
BTX-0326,"I'd a problem checking out with debit card , I need help to report it",payment_problem,payment_issue,18472
BTX-0327,"I had a fucking problem making a transfer with card, can you help me to notify o it?",payment_problem,payment_issue,18476
BTX-0328,my transaction was declined i got to report payment problems,payment_problem,payment_issue,18493
BTX-0329,"the payment failed, could you help me notify of a payment problem?",payment_problem,payment_issue,18494
BTX-0330,"I cannot make a transfer, I need help to report fucking payment issues",payment_problem,payment_issue,18503
BTX-0331,the payment failed help mne reporting fucking payment issues,payment_problem,payment_issue,18507
BTX-0332,"I'd like to solve payment problems, will you help me?",payment_problem,payment_issue,18508
BTX-0333,how to solve a payment issue,payment_problem,payment_issue,18512
BTX-0334,"my credit card was declined, could you help me reoort a payment problem?",payment_problem,payment_issue,18522
BTX-0335,"I'd like to solve payment problems , how could I do it?",payment_problem,payment_issue,18523
BTX-0336,i cant make payments i need asxistance reporting payment problems,payment_problem,payment_issue,18533
BTX-0337,my credit card did not work were do i report fucking payment issues,payment_problem,payment_issue,18544
BTX-0338,id like tp notify of payment issues could i get some help,payment_problem,payment_issue,18566
BTX-0339,"my card didn't work, can you help me notifying of a payment problem?",payment_problem,payment_issue,18577
BTX-0340,i cant make transfers i got to report payment  problems,payment_problem,payment_issue,18582
BTX-0341,i had a fucking problm paying with card can ya notify of it,payment_problem,payment_issue,18586
BTX-0342,"my credit card was declined, help em report fucking payment problems",payment_problem,payment_issue,18623
BTX-0343,my transaction was declined i need assistance notifying of payment problems,payment_problem,payment_issue,18629
BTX-0344,i get a fucking error when i try to check out will uhelp me reporting it,payment_problem,payment_issue,18655
BTX-0345,i cant pay where can i report payment problems,payment_problem,payment_issue,18664
BTX-0346,i have top solve a payment problem,payment_problem,payment_issue,18673
BTX-0347,the payment failed but i was charged anyway could i report fucking payment issues,payment_problem,payment_issue,18676
BTX-0348,i didnt get a payment valoidation can ya help me notifying of fucking payment issues,payment_problem,payment_issue,18677
BTX-0349,"my card did not work, can you help me notifying of payment issues?",payment_problem,payment_issue,18680
BTX-0350,the payment failed could i notify of payment issues,payment_problem,payment_issue,18696
BTX-0351,"I cannot pay, could I notify of a fucking payment problem?",payment_problem,payment_issue,18700
BTX-0352,"I can't make a transfer , could I report a payment problem?",payment_problem,payment_issue,18702
BTX-0353,i have to solve a payment problem i need help,payment_problem,payment_issue,18708
BTX-0354,my card didnt work coluld uhelp me to report payment problems,payment_problem,payment_issue,18720
BTX-0355,"my credit card didn't work, report a fucking payment issue",payment_problem,payment_issue,18729
BTX-0356,my credit card did not work help me notify of a payment problem,payment_problem,payment_issue,18743
BTX-0357,"I didn't get a payment validation, is it possible to notify of an payment issue?",payment_problem,payment_issue,18755
BTX-0358,"my debit card did not work, I have to report payment problems",payment_problem,payment_issue,18757
BTX-0359,"I had a problem making a payment with debit card, I need assisance to report it",payment_problem,payment_issue,18760
BTX-0360,i had a problem making a payment with debit card i need help to notify of it,payment_problem,payment_issue,18784
BTX-0361,my card didnt work is it possible to notify of payment problems,payment_problem,payment_issue,18785
BTX-0362,"I canot make a transfer, could you help me notify of a payment problem?",payment_problem,payment_issue,18792
BTX-0363,i cannot make transfers i need assistance notifying of fucking payment problems,payment_problem,payment_issue,18801
BTX-0364,the payment failed but i was charged anyway report a payment problem,payment_problem,payment_issue,18807
BTX-0365,"I can't make payments, how do I report a fucking payment proiblem?",payment_problem,payment_issue,18812
BTX-0366,"I cannot make transfers, I need help to report payment problems",payment_problem,payment_issue,18851
BTX-0367,"my credit card was declined,how can I report a payment issue?",payment_problem,payment_issue,18862
BTX-0368,my credit card didnt work how do i notify of a fucking payment isuse,payment_problem,payment_issue,18867
BTX-0369,"I didn't get a payment validation, can you help me notify of a fucking payment issue?",payment_problem,payment_issue,18871
BTX-0370,i need help to notify of payment problems,payment_problem,payment_issue,18892
BTX-0371,i get an error when i try to make a payment can uhelp me notify of it,payment_problem,payment_issue,18923
BTX-0372,"my debit card did not work , I want help to notify of a payment problem",payment_problem,payment_issue,18934
BTX-0373,the payment failed but i was charged anyway i need assistancer to notify of fucking payment issues,payment_problem,payment_issue,18949
BTX-0374,"I'd a fucking problem making a transfer with credit card, I need help to notify of it",payment_problem,payment_issue,18950
BTX-0375,"I can't pay, I got to notify of payment problems",payment_problem,payment_issue,18985
BTX-0376,"I had a problem checking out with debit card, could you help me report it?",payment_problem,payment_issue,19006
BTX-0377,"my debit card did not work, would it be possible to notify of fucking payment issues?",payment_problem,payment_issue,19013
BTX-0378,i cant make transfers notify of fucking patment issues,payment_problem,payment_issue,19028
BTX-0379,the payment failed how do i report an fucking payment problem,payment_problem,payment_issue,19034
BTX-0380,"I can't make a transfer, I'd like to repot a payment issue",payment_problem,payment_issue,19037
BTX-0381,"the payment failed, but I was charged anyway , I need to notify of payment problems",payment_problem,payment_issue,19039
BTX-0382,"my debit card did not work, I need assistance reporting payment issues",payment_problem,payment_issue,19059
BTX-0383,"I cannot make a payment, I need assistance reporting a fucking payment issue",payment_problem,payment_issue,19060
BTX-0384,my credit card didnt work i need assistance to report a fucking payment issue,payment_problem,payment_issue,19068
BTX-0385,"I had a fucking problem checking out with card, could you help me to report it?",payment_problem,payment_issue,19078
BTX-0386,"the payment failed, is it possible to report paymentproblems?",payment_problem,payment_issue,19081
BTX-0387,"I had a fucking problem paying with debit card, could you help me report it ?",payment_problem,payment_issue,19091
BTX-0388,wanna report a fucking payment problem where can i dfo it,payment_problem,payment_issue,19094
BTX-0389,"I'd an fucking problem making a transfer with debit card, could you help me to notify of it?",payment_problem,payment_issue,19102
BTX-0390,"I can't make a transfer , can you help me to report a payment problem?",payment_problem,payment_issue,19111
BTX-0391,"my card didn't work, is it possible to report a fucking payment issue?",payment_problem,payment_issue,19119
BTX-0392,"I can't make payments , I want help reporting a payment problem",payment_problem,payment_issue,19123
BTX-0393,"I had a fucking problem checking out with card, could you help me notify of it?",payment_problem,payment_issue,19125
BTX-0394,id a fucking probglem making a transfer with credit card help me notify of it,payment_problem,payment_issue,19136
BTX-0395,"the payment failed, where do I notify of a fucking payment issue?",payment_problem,payment_issue,19146
BTX-0396,"I'd like to notify of a payment proboem, could you help me?",payment_problem,payment_issue,19150
BTX-0397,the payment did not go through help me to report payment problems,payment_problem,payment_issue,19154
BTX-0398,"my card didn't work , I need assistance reporting a payment issue",payment_problem,payment_issue,19162
BTX-0399,"my debt card was declined, would it be possible to notify of a fucking payment issue?",payment_problem,payment_issue,19163
BTX-0400,"the payment failed, I need assistance reporting payment issues",payment_problem,payment_issue,19165
BTX-0401,somwone hacked my user recover my fucking password,account_access,recover_password,22161
BTX-0402,"my password has been hacked, I'd like to reset it",account_access,recover_password,22171
BTX-0403,i dont remember my password can ya help me recovering it,account_access,recover_password,22174
BTX-0404,i lost my  fucking password i need help recovering it,account_access,recover_password,22178
BTX-0405,"I forgot my password, help me reset it",account_access,recover_password,22181
BTX-0406,"I want to reset my fucking password, where do I do it?",account_access,recover_password,22198
BTX-0407,"my fucking password has been hacked, will you help me resetting it?",account_access,recover_password,22217
BTX-0408,someone entered my account i need help recovering my password,account_access,recover_password,22266
BTX-0409,sopmeone hacked my account can ya help me reset my fucking password,account_access,recover_password,22289
BTX-0410,my fucking password has bee stolen i wanna recover it,account_access,recover_password,22290
BTX-0411,"my uset has been stolen, help me resetting my fucking password",account_access,recover_password,22296
BTX-0412,"someone stole my password,  recover it",account_access,recover_password,22305
BTX-0413,i hae to reset my fucking password can i get some help,account_access,recover_password,22310
BTX-0414,how could I reset my password?,account_access,recover_password,22347
BTX-0415,"I do notremember my password, recover it",account_access,recover_password,22358
BTX-0416,"someone stole my password, could you help me recover it ?",account_access,recover_password,22364
BTX-0417,someone stole my user how to recover my fucking password,account_access,recover_password,22367
BTX-0418,i need assistance resetting my password,account_access,recover_password,22369
BTX-0419,"someone stole my user, could I reset my fucking password ?",account_access,recover_password,22376
BTX-0420,someone hacked my fucking password can uhelp m recover it,account_access,recover_password,22379
BTX-0421,"my fucking password has been stolen, can you recover it?",account_access,recover_password,22380
BTX-0422,"I want to reset my password , I need assistance",account_access,recover_password,22383
BTX-0423,"I don't remember my fucking password , I need assistance recovering it",account_access,recover_password,22388
BTX-0424,ym profile has been hacked could uhelp me to recover my fucking password,account_access,recover_password,22396
BTX-0425,"someone stole my user, I need assistance recovering my fucking password",account_access,recover_password,22410
BTX-0426,I'd like to recover my password how could i do it,account_access,recover_password,22415
BTX-0427,i lost my fucking password will ya help me to recover it,account_access,recover_password,22434
BTX-0428,someone stole mypassword i wanna recover it,account_access,recover_password,22440
BTX-0429,my fucking password has been hacked I'd like to recover it,account_access,recover_password,22467
BTX-0430,"I want to recover my fucking password, where could I do it?",account_access,recover_password,22475
BTX-0431,"someone stole my profile , I got to recover my fucking password",account_access,recover_password,22491
BTX-0432,"I lost my password, I want to reset it",account_access,recover_password,22502
BTX-0433,"someone entered my account, I would like to reset my password",account_access,recover_password,22518
BTX-0434,"I have toreset my password, how to do it?",account_access,recover_password,22527
BTX-0435,"someone stole my user, I want assistance to recover my fucknig password",account_access,recover_password,22543
BTX-0436,"someone stole my account, can I reset my fucking password?",account_access,recover_password,22545
BTX-0437,someone stole my password i need assistance to reset it,account_access,recover_password,22549
BTX-0438,"I want to reset my fucking password, where can I do it ?",account_access,recover_password,22555
BTX-0439,my account has been hacked help me recovering my fucking password,account_access,recover_password,22564
BTX-0440,someone hacked my fucking password can ya help me to recover it,account_access,recover_password,22588
BTX-0441,someone entered my account help me recovering my fucking password,account_access,recover_password,22592
BTX-0442,"I don't remember my fucking password, I need assistance to reset it",account_access,recover_password,22604
BTX-0443,could uhelp me recover my pasword,account_access,recover_password,22607
BTX-0444,someone entered my account help me recovering my passwodr,account_access,recover_password,22626
BTX-0445,"someone stole my password, can you help me to reset it?",account_access,recover_password,22629
BTX-0446,someone stole my user can ya help me reset my fucking password,account_access,recover_password,22631
BTX-0447,need to recover my password can i get some help,account_access,recover_password,22633
BTX-0448,my profile has been hacked i need help to reset my fucking password,account_access,recover_password,22634
BTX-0449,"I don't remember my password, could I recover it?",account_access,recover_password,22649
BTX-0450,someone hacked my fucking password would it be possible to recover it,account_access,recover_password,22650
BTX-0451,"my account has been hacked, I  need to recover my fucking password",account_access,recover_password,22657
BTX-0452,"I would like to reset my fucking password , I need assistance",account_access,recover_password,22671
BTX-0453,someone entered my account i need help to recover my poassword,account_access,recover_password,22685
BTX-0454,"I do not remember my fucking password , I want to recover it",account_access,recover_password,22709
BTX-0455,"I would like to reset my password, how do I do it?",account_access,recover_password,22730
BTX-0456,"someone hacked my account, would  it be possible to reset my fucking password?",account_access,recover_password,22733
BTX-0457,"someone stole my fucking password, I want to recover it",account_access,recover_password,22734
BTX-0458,my password has been hacked how could i reset it,account_access,recover_password,22736
BTX-0459,my account has been stolen i need assistance resetrting my fucking password,account_access,recover_password,22741
BTX-0460,"someone stole my password, reset it",account_access,recover_password,22749
BTX-0461,need to reset my fucking password can uhelp me,account_access,recover_password,22768
BTX-0462,"someone stole my account, reset my fucking password",account_access,recover_password,22769
BTX-0463,i got to recover my password how to do it,account_access,recover_password,22770
BTX-0464,my password has been stolen could uhelp me resetting it,account_access,recover_password,22771
BTX-0465,"my account has been stolen, can I recover my password?",account_access,recover_password,22774
BTX-0466,i do not remember my fucking pasword will ya help me resetting it,account_access,recover_password,22796
BTX-0467,i dont remember my password can i recovdr it,account_access,recover_password,22813
BTX-0468,my profile has been stolen how do i reset my fucking password,account_access,recover_password,22816
BTX-0469,my account has ben hacked i want assistance recovering my fucking password,account_access,recover_password,22821
BTX-0470,"my user has been stolen, I want help recovering my password",account_access,recover_password,22829
BTX-0471,i forgot my fucking password could uresetit,account_access,recover_password,22831
BTX-0472,"someone hacked my account, can you help me to recover my password?",account_access,recover_password,22837
BTX-0473,my fucking password has beenhacked how do i reset it,account_access,recover_password,22848
BTX-0474,awnna reset my password help me,account_access,recover_password,22867
BTX-0475,i lost my fucking password would it be possible to reset it,account_access,recover_password,22872
BTX-0476,my account has been stolen could ya help meto recover my fucking password,account_access,recover_password,22876
BTX-0477,"my account has been stolen, could you help me to recover my password?",account_access,recover_password,22894
BTX-0478,"someone stole  my profile, can you help me reset my password?",account_access,recover_password,22925
BTX-0479,"I want to recover my password, will you help me ?",account_access,recover_password,22931
BTX-0480,someone stole my user how can i reset my fucking password,account_access,recover_password,22934
BTX-0481,"my account has been stolen, I need assistance recovering my fucking password",account_access,recover_password,22940
BTX-0482,i forgot my fucking password can uhelp me recovering it,account_access,recover_password,22954
BTX-0483,"my profile has been hacked, I'd like to reover my password",account_access,recover_password,22971
BTX-0484,i do not remember my fucking password help  me resetting it,account_access,recover_password,22975
BTX-0485,can i recover my ufcking password,account_access,recover_password,22978
BTX-0486,"I got to reset my password, how do I do it?",account_access,recover_password,22994
BTX-0487,someone stole my account  help me to reset my fucking password,account_access,recover_password,23016
BTX-0488,"my profile has been hackeed, help me reset my fucking password",account_access,recover_password,23025
BTX-0489,"my user has been hacked, I need help recovering my fucking password",account_access,recover_password,23045
BTX-0490,i lost my fucking password id like to reset it,account_access,recover_password,23048
BTX-0491,"someone stole my profile, I'd like to reset my password",account_access,recover_password,23057
BTX-0492,"I do not remember my password, will you help me resetting it?",account_access,recover_password,23064
BTX-0493,need to reset my password how to do it,account_access,recover_password,23079
BTX-0494,my account has been hacked i want assistance resetting my fucking password,account_access,recover_password,23082
BTX-0495,I want to reset my fucknig password,account_access,recover_password,23084
BTX-0496,my acfount has been hacked would it be possible to recover my password,account_access,recover_password,23104
BTX-0497,someone hacked my profile could ya help me resetr my fucking password,account_access,recover_password,23114
BTX-0498,"somedone stole my user, I need to reset my password",account_access,recover_password,23116
BTX-0499,someone hacked my account can ya help me reset my password,account_access,recover_password,23125
BTX-0500,"I got to recover my fucking password, how do I do it?",account_access,recover_password,23137
BTX-0501,"I want a fucking reimbursement, where can I request it?",refund_request,request_refund,27141
BTX-0502,"I'm trying to find a fucking refund, could you help me?",refund_request,request_refund,27149
BTX-0503,i want a fucking refund i wanna get it,refund_request,request_refund,27150
BTX-0504,I got to get a  refund,refund_request,request_refund,27159
BTX-0505,I'd like to get a fucking reimbursement where can i do it,refund_request,request_refund,27167
BTX-0506,how do I request a fucking reimbursement?,refund_request,request_refund,27172
BTX-0507,I'd like to get a refund where do i do it,refund_request,request_refund,27177
BTX-0508,"I would like to get an fucking reimbursement, where to do it?",refund_request,request_refund,27193
BTX-0509,"I'd liek to request a fucking refund, can I get some help?",refund_request,request_refund,27206
BTX-0510,where to request a refund,refund_request,request_refund,27207
BTX-0511,help me getting a reimbursement,refund_request,request_refund,27218
BTX-0512,can uhelp me gettting a fucking refund,refund_request,request_refund,27223
BTX-0513,how do i get a rtefund,refund_request,request_refund,27228
BTX-0514,I got to request a reimbusrement,refund_request,request_refund,27240
BTX-0515,"I'd like to request a reimbursement, I need assistance",refund_request,request_refund,27243
BTX-0516,i want a reimbursement help me getting it,refund_request,request_refund,27249
BTX-0517,"I need a reimbursement , will you help me get it?",refund_request,request_refund,27257
BTX-0518,i got t request a fucking reimbursement how do i do it,refund_request,request_refund,27259
BTX-0519,I want help getting an reimbursement,refund_request,request_refund,27260
BTX-0520,i want a fucking refund help me request it,refund_request,request_refund,27279
BTX-0521,"I got to get a fucking reimbusrement, will you help me?",refund_request,request_refund,27280
BTX-0522,"I need to request a fucking reimbursement, could you help me?",refund_request,request_refund,27283
BTX-0523,i want a fucking reimbursement could ya hlp me get it,refund_request,request_refund,27286
BTX-0524,im looking for a refund help me,refund_request,request_refund,27291
BTX-0525,i need a fucking reimbursement help me getting it,refund_request,request_refund,27293
BTX-0526,"I am looking for a fucking reimbursement, can I get some help?",refund_request,request_refund,27294
BTX-0527,i have to request a fucking refund could uhelp me,refund_request,request_refund,27304
BTX-0528,need to request a refund will uhelp me,refund_request,request_refund,27322
BTX-0529,i want a fucking reimbursement how do i get it,refund_request,request_refund,27325
BTX-0530,i have to request a fuvking refund where to do it,refund_request,request_refund,27330
BTX-0531,"I would like to get a fucking refund, how to do it?",refund_request,request_refund,27384
BTX-0532,I want help to get a refund,refund_request,request_refund,27400
BTX-0533,"I am looking for a fucking reimbursement, could you help me?",refund_request,request_refund,27417
BTX-0534,"I need a reimbursmeent, can you request it?",refund_request,request_refund,27430
BTX-0535,"I'm looking for a fucking reimbursement, can you help me to find it?",refund_request,request_refund,27432
BTX-0536,im looking for a fucking refund could ya help me to find it,refund_request,request_refund,27439
BTX-0537,"I want a fucking reimbursement, where can I get it?",refund_request,request_refund,27449
BTX-0538,"I got to get a refund, how could I do it?",refund_request,request_refund,27455
BTX-0539,"I want a reimbursement, how can I request it?",refund_request,request_refund,27460
BTX-0540,id like to request a fucking reimbursement how can i do it,refund_request,request_refund,27472
BTX-0541,i want a fucking refund could uhelp me getting it,refund_request,request_refund,27474
BTX-0542,"I'd like to get an fucking reimbursement, how do I do it?",refund_request,request_refund,27479
BTX-0543,"I got to request a reombursement, could you help me?",refund_request,request_refund,27499
BTX-0544,i need a reimbursement get it,refund_request,request_refund,27512
BTX-0545,"I am looking for a fucking reimbursement, help me to find it",refund_request,request_refund,27527
BTX-0546,im looking for a fucking reimbursement can i get some help,refund_request,request_refund,27534
BTX-0547,im looking for an reimbursement,refund_request,request_refund,27539
BTX-0548,"I hve to get a reimbursement, I need assistance",refund_request,request_refund,27552
BTX-0549,"I got to request a reimbursmeent, help me",refund_request,request_refund,27571
BTX-0550,"I'm looking for a fucking reimbursement, help me",refund_request,request_refund,27582
BTX-0551,i have to request an fucking refund can i get some help,refund_request,request_refund,27606
BTX-0552,I'd like to request a fucking erfund,refund_request,request_refund,27609
BTX-0553,"I want a fucking reimbursement , I need help to request it",refund_request,request_refund,27617
BTX-0554,i want a fucking reimbursement could uhelp  me to request it,refund_request,request_refund,27630
BTX-0555,"I want ot get a fucking reimbursement, how to do it?",refund_request,request_refund,27631
BTX-0556,where do i geta fucking refund,refund_request,request_refund,27633
BTX-0557,"I want a fucking refund, czn you help me get it?",refund_request,request_refund,27635
BTX-0558,i have to get a fucking refund i need assistance,refund_request,request_refund,27640
BTX-0559,"I wouldlike to request a fucking reimbursement, how can I do it?",refund_request,request_refund,27644
BTX-0560,"I'd like to get a fucking refund, could I get some help?",refund_request,request_refund,27660
BTX-0561,where do i get a fucking reimbursement,refund_request,request_refund,27674
BTX-0562,i have to requdst a refund how to do it,refund_request,request_refund,27680
BTX-0563,"I want a fucking reimbursement, will you help me request it?",refund_request,request_refund,27682
BTX-0564,i want a fucking reimbursement i wanna get it,refund_request,request_refund,27685
BTX-0565,how can I request a reimbursement ?,refund_request,request_refund,27698
BTX-0566,"I would like to get a reimbursement,can I get some help?",refund_request,request_refund,27701
BTX-0567,where can i request a fucking reimbursement,refund_request,request_refund,27704
BTX-0568,"I would like to request a fucking reimbursement, where could I do it?",refund_request,request_refund,27724
BTX-0569,help mee requesting a refund,refund_request,request_refund,27725
BTX-0570,i got to request a fucking reimbursement can uhelp me,refund_request,request_refund,27727
BTX-0571,im looking for a fucking refund i need help to find it,refund_request,request_refund,27736
BTX-0572,"I am trying to find a fucking refund, help me",refund_request,request_refund,27770
BTX-0573,how to request a refund?,refund_request,request_refund,27772
BTX-0574,how can i request a fucking refund,refund_request,request_refund,27779
BTX-0575,i have to get a refund can iu get some help,refund_request,request_refund,27793
BTX-0576,i want a fucking refund could uget it,refund_request,request_refund,27799
BTX-0577,i got to request a fucking reimmbursement where do i do it,refund_request,request_refund,27812
BTX-0578,I want assistance to request a reimbursement,refund_request,request_refund,27883
BTX-0579,i got to get a reimbursement how can i do it,refund_request,request_refund,27890
BTX-0580,"I want a fucking reimbursement, could I get it?",refund_request,request_refund,27898
BTX-0581,how can I get a refudn?,refund_request,request_refund,27904
BTX-0582,"I'd like to get a reimbursment, could I get some help?",refund_request,request_refund,27912
BTX-0583,"I got to request an reimbursement, where can I do it?",refund_request,request_refund,27919
BTX-0584,i got to get a reimbursememt how do i do it,refund_request,request_refund,27922
BTX-0585,i want a fucking refund can urequest it,refund_request,request_refund,27946
BTX-0586,"I need a fucking reimbuyrsement, could you help me to request it?",refund_request,request_refund,27995
BTX-0587,need to get a reimbursement how could i do it,refund_request,request_refund,27999
BTX-0588,"I'm trying to find a refund, can I get some help?",refund_request,request_refund,28012
BTX-0589,I'm looking for a fucking refund could ya help me,refund_request,request_refund,28018
BTX-0590,I'd like to get a fucking refund can i get some help,refund_request,request_refund,28019
BTX-0591,i have tl request a refund,refund_request,request_refund,28021
BTX-0592,"I would like to request a reimbnursement, will you help me?",refund_request,request_refund,28023
BTX-0593,im looking for a reimbursement could i get some help,refund_request,request_refund,28030
BTX-0594,I'm looking for aa fucking reimbursement i need assistance finding it,refund_request,request_refund,28039
BTX-0595,"I am looking for a reimbursement, colud you help me finding it?",refund_request,request_refund,28050
BTX-0596,"I'm lolking for a refund, I need assistance to find it",refund_request,request_refund,28053
BTX-0597,"I want a fucking  reimbursement, I need help getting it",refund_request,request_refund,28059
BTX-0598,i need a fucking remibursement how do i get it,refund_request,request_refund,28062
BTX-0599,"I would like to request a fucking reimbursement, how could I do it?",refund_request,request_refund,28072
BTX-0600,i got to request a fucking reimbursement where can i do it,refund_request,request_refund,28079
